Group,NorthamID,sowRL_mean_Ctl,sowRL_mean_Mn,harvestRL_mean_Ctl,harvestRL_mean_Mn,RTI_mean_Ctl,RTI_mean_Mn,ChangeRL_mean_Ctl,ChangeRL_mean_Mn,Stdry_perP_Ctl,Stdry_perP_Mn,Rtdry_perP_Ctl,Rtdry_perP_Mn,RRL,RRTI,RRtdry,RStdry
Exp1,1031,38.11111111111112,39.55555555555555,226.66666666666663,208.33333333333331,7.5195751293730675,7.140195606862274,188.5555555555556,168.77777777777777,0.1387777777777777,0.1022222222222222,0.0694444444444444,0.0458888888888888,0.9191176470588236,0.9495477449212714,0.6607999999999999,0.7365892714171337
Exp1,11001,49.333333333333336,50.0,271.1111111111111,195.0,5.777014029093137,4.0614976321965575,221.44444444444443,145.0,0.2353888888888888,0.1916666666666666,0.1131666666666666,0.073,0.7192622950819673,0.7030444467925453,0.6450662739322532,0.8142553693651168
Exp1,11003,43.22222222222222,45.22222222222222,249.16666666666663,181.11111111111111,5.986763542998574,4.204390755699692,204.16666666666663,135.88888888888889,0.2492777777777778,0.1976666666666666,0.1298333333333333,0.0901111111111111,0.7268673355629878,0.7022810781656245,0.6940522036799317,0.7929574325830175
Exp1,11006,34.44444444444444,30.77777777777777,167.44444444444443,144.58333333333331,4.951298331298331,5.069322425940073,133.0,114.33333333333331,0.1603333333333333,0.1445833333333333,0.0728888888888888,0.0581666666666666,0.8634704711347047,1.0238369992564744,0.7980182926829269,0.9017671517671518
Exp1,11007,43.44444444444445,38.66666666666666,225.5555555555556,193.33333333333331,5.123975615254685,7.660359124971744,179.22222222222226,154.66666666666666,0.1513333333333333,0.1108888888888888,0.0823888888888888,0.0452222222222222,0.8571428571428571,1.495003040640151,0.5488873904248145,0.7327459618208516
Exp1,11008,43.22222222222222,41.77777777777778,290.27777777777777,183.33333333333331,6.8738166178266695,4.5459011614016855,246.94444444444443,141.55555555555554,0.1615555555555555,0.1225555555555555,0.0921666666666666,0.0556666666666666,0.6315789473684211,0.6613358217343579,0.6039783001808319,0.7585969738651996
Exp1,11009,31.666666666666668,32.22222222222222,218.88888888888889,157.77777777777777,7.245033820615216,4.482271541095071,187.22222222222223,122.0,0.2541111111111111,0.2296666666666666,0.1225,0.0971111111111111,0.7208121827411167,0.6186681321405421,0.7927437641723356,0.9038041101880192
Exp1,11010,38.22222222222222,31.11111111111111,209.44444444444443,177.2222222222222,5.704535628238982,5.705976122642789,171.22222222222226,145.2222222222222,0.2161111111111111,0.1374999999999999,0.1104444444444444,0.0635,0.8461538461538461,1.0002525173822523,0.5749496981891349,0.6362467866323905
Exp1,11011,38.22222222222222,28.777777777777786,255.55555555555557,169.16666666666666,9.50129933612363,6.281051510026161,217.16666666666663,139.22222222222223,0.1797222222222222,0.1086111111111111,0.0900555555555555,0.0486111111111111,0.6619565217391304,0.6610729004343446,0.5397902529302899,0.6043276661514683
Exp1,11012,34.0,33.77777777777778,231.94444444444449,169.44444444444446,10.192986425339363,5.390817311773194,205.2777777777778,135.94444444444446,0.152,0.1325555555555555,0.0729444444444444,0.0603888888888888,0.7305389221556886,0.5288751585474335,0.8278750952018279,0.872076023391813
Exp1,11014,31.77777777777777,38.11111111111111,220.0,163.88888888888889,7.092373471838435,4.964378683877123,188.2222222222222,125.77777777777776,0.1364444444444444,0.1005555555555555,0.0634444444444444,0.0488888888888888,0.7449494949494949,0.699960133739304,0.7705779334500875,0.7369706840390878
Exp1,11017,36.333333333333336,36.55555555555556,243.88888888888889,193.66666666666663,7.41641828117238,5.149853353511889,206.11111111111111,154.5,0.1989444444444444,0.1548333333333333,0.0962222222222222,0.0693888888888888,0.7940774487471526,0.6943855050065766,0.7211316397228638,0.7782742250767942
Exp1,11019,49.44444444444444,47.333333333333336,313.8888888888889,199.16666666666663,6.44340296161818,4.442127829702425,264.4444444444444,149.38888888888889,0.2366666666666666,0.1472777777777777,0.1154444444444444,0.0680555555555555,0.6345132743362831,0.6894071123850433,0.5895091434071221,0.6223004694835681
Exp1,11026,38.66666666666666,42.44444444444445,307.77777777777777,185.0,18.9564067752535,4.92611270856707,272.4444444444444,142.55555555555557,0.2788888888888889,0.1886666666666666,0.1745555555555555,0.0904444444444444,0.6010830324909747,0.2598653197819022,0.518141311266709,0.6764940239043825
Exp1,12020,39.22222222222222,35.22222222222222,221.88888888888889,176.11111111111111,13.025919116953125,5.834392336634088,182.5,140.88888888888889,0.2321666666666666,0.2107777777777778,0.1247222222222222,0.0792222222222222,0.7936905358037056,0.4479063845130648,0.6351893095768375,0.9078726968174208
Exp1,12021,40.11111111111112,46.66666666666666,221.94444444444449,187.2222222222222,5.308732485551371,4.136479612523257,179.61111111111111,140.55555555555554,0.3039444444444444,0.2052222222222222,0.135,0.0808888888888888,0.8435544430538171,0.7791840375798551,0.5991769547325102,0.6751964905867301
Exp1,12023,28.0,28.555555555555557,245.5555555555556,187.5,9.374025338523092,5.37221293199554,217.33333333333331,151.83333333333331,0.2446111111111111,0.177,0.1116666666666666,0.0771666666666666,0.7635746606334841,0.5730956273307822,0.6910447761194028,0.7235975471269589
Exp1,12025,37.88888888888889,35.22222222222222,300.0,203.33333333333331,8.944785327394023,6.723319824383654,262.1111111111111,168.11111111111111,0.2235555555555555,0.1987777777777778,0.1173333333333333,0.078,0.6777777777777778,0.7516468621994787,0.6647727272727273,0.8891650099403581
Exp1,12027,30.88888888888889,20.11111111111111,247.33333333333331,172.22222222222226,10.166730911351411,16.71857851427744,215.5555555555556,152.11111111111111,0.1664444444444444,0.1177777777777777,0.0831666666666666,0.0575555555555555,0.6963162623539983,1.644439954205016,0.6920507682030729,0.7076101468624834
Exp1,13004,31.0,32.888888888888886,249.44444444444443,194.77777777777771,8.204286998404646,6.660921177587845,218.44444444444449,161.88888888888889,0.1796666666666666,0.1594444444444444,0.1046666666666666,0.071,0.7808463251670378,0.8118830044442723,0.678343949044586,0.8874458874458876
Exp1,13005,42.22222222222222,38.55555555555556,302.5,183.61111111111111,8.782567545372423,5.3505379288467525,263.9444444444444,143.66666666666666,0.1552222222222222,0.1136111111111111,0.0767222222222222,0.0438888888888888,0.6069788797061525,0.6092225196339055,0.5720492396813903,0.7319255547602004
Exp1,13013,35.666666666666664,27.33333333333333,218.1111111111111,164.38888888888889,6.2428457622971605,6.465654693787685,182.44444444444449,137.33333333333334,0.2122222222222222,0.1498333333333333,0.1004999999999999,0.0606111111111111,0.7536933265410087,1.035690282921316,0.6030956329463794,0.706020942408377
Exp1,13028,34.333333333333336,44.77777777777778,283.8888888888889,157.7777777777778,7.954245413913834,3.956513078505411,246.2222222222222,113.0,0.2002222222222222,0.1447777777777777,0.0997777777777777,0.0608333333333333,0.5557729941291586,0.4974089775485861,0.6096881959910913,0.7230854605993341
Exp1,14024,31.666666666666668,20.666666666666668,242.22222222222223,140.0,8.326878586366254,7.875427042093708,210.55555555555557,118.33333333333331,0.1958888888888889,0.0917222222222222,0.1063333333333333,0.0408333333333333,0.5779816513761467,0.9457838204808564,0.384012539184953,0.4682359614293817
Exp1,14028,42.333333333333336,34.44444444444444,267.22222222222223,208.33333333333331,7.659378584378584,7.0030787925524765,224.88888888888889,173.88888888888889,0.2033333333333333,0.1308888888888889,0.0957777777777777,0.0577777777777777,0.7796257796257796,0.9143142247643116,0.6032482598607889,0.6437158469945355
Exp1,15002,40.11111111111111,31.77777777777777,266.11111111111114,162.2222222222222,6.625355020124547,5.655327160420538,226.0,130.44444444444446,0.2205555555555555,0.1414444444444444,0.1075555555555555,0.0607777777777777,0.6096033402922754,0.8535885463107192,0.5650826446280992,0.6413098236775819
Exp1,15004,22.33333333333333,11.111111111111112,261.11111111111114,116.66666666666669,11.323141941690327,9.063131313131311,238.22222222222223,104.0,0.1502777777777777,0.0995,0.0916666666666666,0.0478333333333333,0.4468085106382978,0.8004078161170133,0.521818181818182,0.6621072088724586
Exp1,15019,50.0,38.0,309.4444444444444,188.05555555555557,6.2951963959405655,4.203215470372332,259.6666666666667,141.5,0.2256111111111111,0.1428333333333333,0.1083333333333333,0.0678333333333333,0.6077199281867146,0.6676861540146326,0.6261538461538461,0.6330952967249447
Exp1,15026,31.166666666666668,31.444444444444443,242.2222222222222,157.7777777777778,10.368464392164306,8.802622714288436,211.88888888888889,129.77777777777777,0.2982222222222222,0.1975555555555555,0.1318888888888889,0.082,0.651376146788991,0.848980367906822,0.6217354675652906,0.6624441132637854
Exp1,15031,47.11111111111111,45.44444444444445,303.8888888888889,221.66666666666663,9.864983433246088,6.899150654413812,256.77777777777777,177.8888888888889,0.252,0.1937777777777777,0.1236666666666666,0.0840555555555555,0.7294332723948811,0.6993575509881659,0.679694519317161,0.7689594356261021
Exp1,16024,44.66666666666666,43.55555555555557,305.0,180.7777777777778,7.194391663765463,4.703262225204335,260.3333333333333,137.22222222222223,0.1852222222222222,0.1505555555555555,0.0973333333333333,0.0696666666666666,0.5927140255009108,0.6537400860301094,0.7157534246575343,0.8128374325134974
Exp1,18006,37.88888888888889,27.444444444444446,237.5,144.44444444444443,4.916191777257351,5.533597883597882,182.83333333333331,116.33333333333331,0.2375,0.1196666666666666,0.1216666666666666,0.0541111111111111,0.6081871345029239,1.125586253407911,0.4447488584474885,0.503859649122807
Exp1,18012,40.888888888888886,48.77777777777778,270.0,178.44444444444446,6.124512135751624,3.6012831571797577,224.44444444444449,124.44444444444446,0.3082222222222222,0.2205555555555555,0.1411111111111111,0.0916666666666666,0.6609053497942388,0.5880114329690678,0.6496062992125985,0.7155731795241528
Exp1,18021,29.666666666666668,28.222222222222225,281.6666666666667,185.55555555555557,10.181514909292687,6.756449553001278,252.0,157.33333333333334,0.248,0.1856666666666666,0.1221111111111111,0.0765555555555555,0.6587771203155818,0.6635996325885309,0.6269335759781619,0.7486559139784946
Exp1,18031,39.0,31.666666666666668,333.8888888888889,200.88888888888889,8.78110668125912,6.8119691961155375,292.9444444444444,169.22222222222223,0.2656111111111111,0.1959999999999999,0.1467222222222222,0.0867777777777777,0.6016638935108153,0.7757529253862534,0.5914426353653919,0.7379209370424596
Exp1,19023,34.55555555555555,40.888888888888886,146.77777777777777,167.44444444444443,4.173216598216598,4.940689094855761,109.66666666666669,126.55555555555554,0.1617777777777777,0.147,0.0797777777777777,0.0613333333333333,1.1408024224072673,1.183904304647676,0.7688022284122562,0.908653846153846
Exp1,19026,28.444444444444443,20.33333333333333,303.33333333333337,196.38888888888889,10.52286756453423,10.006922293106504,271.83333333333337,175.11111111111111,0.17,0.1537222222222222,0.0876666666666666,0.0684444444444444,0.6474358974358974,0.9509691376173312,0.7807351077313053,0.904248366013072
Exp1,2002,24.666666666666668,30.777777777777786,270.5555555555556,200.55555555555557,12.001848021603768,7.085908100613982,245.5555555555556,169.77777777777777,0.208,0.1745555555555555,0.1059444444444444,0.0752222222222222,0.7412731006160163,0.590401418836423,0.7100157315154695,0.8392094017094017
Exp1,2003,28.0,28.222222222222225,286.1111111111111,195.55555555555557,11.630016604750644,8.437659449854571,258.11111111111114,166.2222222222222,0.1999999999999999,0.1639444444444444,0.1054444444444444,0.0769444444444444,0.683495145631068,0.7255070853817994,0.7297154899894625,0.8197222222222224
Exp1,2008,32.0,26.444444444444446,175.83333333333334,115.27777777777776,6.068568033273915,5.615814833146956,144.7777777777778,88.6111111111111,0.2189444444444444,0.1593333333333333,0.0944444444444444,0.0622222222222222,0.6556082148499209,0.9253937341322506,0.6588235294117646,0.7277340776452675
Exp1,2012,33.16666666666667,14.111111111111107,253.33333333333331,186.25,6.558051969546508,13.37061403508772,231.7222222222222,171.0,0.1385555555555555,0.1005,0.0740555555555555,0.0424999999999999,0.7351973684210527,2.0388087952301333,0.5738934733683421,0.7253408179631116
Exp1,2014,35.666666666666664,41.22222222222222,244.44444444444449,210.0,8.04751239900332,6.518132508594154,208.77777777777771,170.55555555555557,0.1874444444444444,0.1575555555555555,0.0978888888888889,0.0762222222222222,0.859090909090909,0.8099561933450914,0.7786606129398411,0.8405453467694132
Exp1,2015,16.277777777777775,19.444444444444446,237.2222222222222,159.38888888888889,15.084961334961337,9.267610748002904,220.33333333333331,138.0,0.1565555555555555,0.1256666666666666,0.0776666666666666,0.0545555555555555,0.6718969555035129,0.6143609215970627,0.7024320457796852,0.8026969481902059
Exp1,2016,28.0,29.666666666666668,232.2222222222222,146.66666666666666,8.451377692249904,5.0764589651686425,203.0,117.0,0.177,0.1027777777777777,0.0973333333333333,0.0536666666666666,0.631578947368421,0.6006664416174259,0.5513698630136987,0.5806654111738857
Exp1,2017,44.11111111111112,43.55555555555555,243.33333333333331,172.22222222222226,5.539493603243094,4.279624117883259,199.33333333333331,128.5,0.1712222222222222,0.1443333333333333,0.0926666666666666,0.063,0.7077625570776257,0.7725659463489144,0.6798561151079137,0.8429591174561972
Exp1,2021,35.44444444444445,35.77777777777778,296.11111111111114,170.2777777777778,8.516155406805813,4.910907896247055,260.6666666666667,134.44444444444443,0.1929999999999999,0.1280555555555555,0.0925555555555555,0.0572777777777777,0.575046904315197,0.5766578534161588,0.6188475390156063,0.6635002878526196
Exp1,2022,39.333333333333336,37.22222222222222,246.66666666666663,131.66666666666666,6.743974132863023,3.921963189962763,207.33333333333331,94.44444444444446,0.1979999999999999,0.1285555555555555,0.0919999999999999,0.0603333333333333,0.5337837837837838,0.5815507462953109,0.6557971014492754,0.649270482603816
Exp1,2023,26.55555555555556,25.0,240.55555555555557,167.2222222222222,9.840765321749094,7.124350649350649,214.0,140.5,0.1887777777777778,0.1581111111111111,0.1074444444444444,0.0755555555555555,0.6951501154734411,0.7239630675477149,0.7032057911065149,0.8375515008828722
Exp1,2025,25.33333333333333,30.222222222222225,277.5,202.2222222222222,9.192189754689752,7.219441271191901,247.0,172.0,0.1551666666666666,0.1071111111111111,0.0973333333333333,0.0558888888888889,0.7287287287287286,0.7853886248930645,0.5742009132420092,0.690297171500179
Exp1,2026,26.88888888888889,31.555555555555557,180.8333333333333,168.88888888888889,6.05668449197861,6.1377615562353975,151.41666666666669,137.33333333333334,0.11825,0.1005555555555555,0.0561666666666666,0.0471111111111111,0.93394777265745,1.0133863773759662,0.8387734915924826,0.8503641061780597
Exp1,2027,28.666666666666668,22.77777777777777,240.0,190.27777777777771,8.182339996140213,9.684722862941108,209.66666666666663,166.94444444444443,0.1013888888888889,0.0826666666666666,0.0599444444444444,0.0506666666666666,0.792824074074074,1.1836128622752906,0.8452270620945319,0.8153424657534245
Exp1,2028,33.55555555555555,30.222222222222225,286.9444444444444,215.33333333333331,8.537002907223496,7.413589128662658,251.61111111111111,185.11111111111111,0.1482222222222222,0.1145555555555555,0.0866111111111111,0.0588888888888888,0.7504356243949662,0.8684065367237638,0.6799230275817832,0.7728635682158921
Exp1,2029,29.666666666666668,27.33333333333333,233.66666666666669,187.33333333333331,7.322442442442442,8.67241061407728,199.16666666666663,159.33333333333334,0.1745,0.1454444444444444,0.0846666666666666,0.0622777777777777,0.8017118402282454,1.1843603664004425,0.7355643044619422,0.833492518306272
Exp1,2030,34.22222222222222,30.666666666666668,285.8333333333333,149.66666666666666,9.790138418982536,5.598394864938983,251.44444444444449,119.0,0.1570555555555555,0.135,0.0841111111111111,0.0601111111111111,0.5236151603498542,0.5718402156688618,0.7146631439894321,0.8595684471170852
Exp1,2031,43.333333333333336,50.0,276.4444444444444,208.7777777777778,6.00369663807552,4.508819407311215,230.33333333333331,157.88888888888889,0.2202222222222222,0.2017777777777777,0.1066111111111111,0.098,0.7552250803858523,0.7510072009162198,0.9192287649817614,0.9162462159434912
Exp1,21005,25.222222222222225,23.33333333333333,208.33333333333331,165.88888888888889,8.60810635585748,7.883910416018259,183.11111111111111,142.55555555555554,0.143,0.1336666666666666,0.0616666666666666,0.0565555555555555,0.7962666666666666,0.9158704702403644,0.9171171171171172,0.9347319347319348
Exp1,21022,26.444444444444443,24.222222222222225,269.5,155.38888888888889,10.841480347773254,6.307775477340695,240.0,130.5,0.1928333333333333,0.1278888888888888,0.1055,0.0635,0.5765821480107194,0.5818186516047374,0.6018957345971564,0.6632094497263036
Exp1,22023,28.222222222222225,28.55555555555556,221.33333333333331,176.66666666666666,7.661481790196961,5.819488536155203,192.22222222222223,145.33333333333334,0.1096111111111111,0.0903888888888889,0.0726666666666666,0.0575,0.7981927710843373,0.7595774153769274,0.7912844036697247,0.8246325392802839
Exp1,24009,29.111111111111114,25.11111111111111,252.2222222222222,208.33333333333331,8.00445016716364,8.482715830565294,220.33333333333331,183.22222222222223,0.1213888888888888,0.0818888888888888,0.0644444444444444,0.0423333333333333,0.8259911894273129,1.0597499707554712,0.656896551724138,0.6745995423340961
Exp1,24030,26.0,28.0,196.66666666666663,169.44444444444443,9.359438188834972,6.539296944041957,171.16666666666666,141.44444444444443,0.1702777777777777,0.1136666666666666,0.0731111111111111,0.0543333333333333,0.8615819209039548,0.6986847727508678,0.743161094224924,0.667536704730832
Exp1,25010,21.55555555555556,25.777777777777786,183.61111111111111,171.5,12.995574030251452,5.479214216268545,161.5,137.5,0.1032222222222222,0.075,0.0603888888888888,0.0428333333333333,0.9340393343419062,0.4216215615804181,0.7092916283348666,0.7265877287405813
Exp1,25011,34.666666666666664,33.88888888888889,211.11111111111111,131.25,7.50718739250086,4.723301155366373,179.66666666666666,95.75,0.1393888888888889,0.1274166666666666,0.0702777777777777,0.06075,0.6217105263157895,0.6291705412981446,0.8644268774703557,0.9141092068553208
Exp1,25031,38.22222222222222,42.55555555555555,261.6666666666667,209.8888888888889,7.366000516368164,5.398253289919957,223.44444444444443,167.33333333333334,0.2923333333333333,0.2238888888888889,0.1493333333333333,0.1064444444444444,0.8021231422505308,0.7328608351200044,0.7127976190476192,0.765868491068035
Exp1,27008,39.0,35.333333333333336,304.4444444444444,188.66666666666663,7.930868308189802,7.636403211744742,262.9444444444444,153.33333333333334,0.1696111111111111,0.1508888888888888,0.1051111111111111,0.0671111111111111,0.6197080291970803,0.9628710142443064,0.6384778012684988,0.8896167703897804
Exp1,29006,24.444444444444443,24.666666666666668,204.7222222222222,152.7777777777778,9.16352281977282,10.004410959786211,179.61111111111111,128.11111111111111,0.1702222222222222,0.1333333333333333,0.0913333333333333,0.0655555555555555,0.7462686567164181,1.0917647237369177,0.7177615571776155,0.7832898172323761
Exp1,3001,34.77777777777778,30.11111111111111,285.55555555555554,203.61111111111111,10.232520952782393,7.835654428274277,250.7777777777778,172.7222222222222,0.1798888888888888,0.1549444444444444,0.1027777777777777,0.0769444444444444,0.7130350194552529,0.7657599202026195,0.7486486486486486,0.8613341568869674
Exp1,3002,33.55555555555555,23.777777777777786,201.94444444444449,167.5,6.426669678217666,9.392061376692524,166.61111111111111,142.55555555555554,0.1369444444444444,0.1164999999999999,0.0732222222222222,0.0571111111111111,0.8294360385144429,1.4614196538723088,0.7799696509863429,0.8507099391480729
Exp1,3004,29.444444444444443,26.83333333333333,208.33333333333331,108.33333333333331,6.764406710143144,4.318875024757378,176.0,81.5,0.221,0.1020555555555555,0.1051666666666666,0.0478333333333333,0.5199999999999999,0.6384706316196627,0.4548335974643422,0.4617898441427853
Exp1,3006,25.666666666666668,32.22222222222222,182.7777777777778,161.11111111111111,7.30020802746053,5.033605827723474,158.33333333333334,123.94444444444446,0.2334444444444444,0.1757777777777777,0.1467777777777777,0.0842222222222222,0.8814589665653495,0.6895153958337921,0.5738077214231642,0.7529747739171823
